,UserId,ProductId,hybrid_score
433,A35HOUWHAYZZN6,B000E7WM0U,0.33355714285714283
442,A30G6Q3WKQ2ONS,B001RVFDOO,0.2860098214285714
467,AJNJNA093JUW0,B001RVFDOO,0.003648923076923085
468,A2QDBPPBHENHZF,B001RVFDOO,0.08158046875
474,A3A2JS9YE9USBX,B001RVFDOO,-0.015702421874999997
496,A36WGHR8TO5DKT,B000F4EU52,0.13501500000000002
498,AYWPUWMMWS40Y,B000F4EU52,0.146745
500,A2JQ1PEOZK8L9Q,B000F4EU52,0.045144444444444445
510,A3OXRFCJI67IMN,B003FA0M1O,0.1979583
511,A1HLCZSEE3C0MD,B003FA0M1O,0.27240499999999995
537,A3HXF3GVPBQ5B,B001E5E29A,0.19094325
563,A3MDETK0D5UAIN,B000EPP56U,-0.09956363636363635
568,A219WUOP4BNUX1,B004ET9OIW,0.253018649068323
570,A3QOK68RA24N9M,B002BB7EWI,0.05768720238095238
576,A29U9JOS54XZCH,B000N5XCPM,0.07129999999999999
581,A3H15E995IH56,B002SW7ZOW,0.29805155555555557
588,A18H6GSA21LHFF,B002RKGEII,0.0388275
596,A1DJ9FOEOA0WF1,B002C4HZ00,-0.21248888888888887
613,ALQ3QLLP30HLG,B0032JKWGI,0.22159575
615,A316CV1WH3U5C5,B000E5C1YE,-0.09080099999999999
616,A1IL6W1NK05UW9,B000E5C1YE,0.039788000000000004
617,AIPBPZT9QR9CC,B000E5C1YE,-0.014512023809523818
620,A5D06XJHDXK75,B0001FQVCK,0.14785166666666666
626,A2KQT4D0OZR569,B001LQTDBE,0.12927
629,A1E7G56OX03JKO,B00196U7OI,0.2164666666666667
631,AQQLWCMRNDFGI,B0089SPDUW,0.07325142741935485
638,A3AZI828WJN1CD,B0089SPDUW,0.5517602638888889
642,A26NFIQ7KWI8Y7,B0089SPDUW,0.4390166666666667
656,A2N3GDH2PU1C0E,B002JX7GVM,0.29546999999999995
665,A35X2JJI49OBZP,B002JX7GVM,0.3298333333333333
677,A1MJSWI87ZME83,B000G7UDPY,0.2028342857142857
678,A36MP37DITBU6F,B000G7UDPY,0.41873125
681,A1XTE3IHX65GTZ,B000G7UDPY,0.06558833333333335
689,A2PNOU7NXB1JE4,B000G7UDPY,-0.01924
690,A1IU7S4HCK1XK0,B000ED9LDU,0.45703742857142865
691,AEWYUPCNDV7HY,B000ED9LDU,0.686509090909091
699,A17EBEEW9NZOOI,B000ED9LDU,0.13281576923076924
701,A27UE9HJRZ22YI,B000EGX2EG,0.293623125
702,A1KLA02LZXAT46,B000EGX2EG,0.4509952777777777
710,A2V0I904FH7ABY,B000EGX2EG,0.05331999999999999
716,A1CBNUBPZPWH5D,B0016FY6H6,0.18306031746031748
717,A281NPSIMI1C2R,B0016FY6H6,0.21157170355902777
723,APD719S590F2U,B0016FY6H6,0.34037261904761906
724,APD719S590F2U,B0016FY6H6,0.2990457142857143
726,A2YQCZEHOJZLQL,B0016FY6H6,0.30093400000000003
729,A2NLZ3M0OJV9NX,B0016FY6H6,0.2258327237762238
730,A1I6ZQUXVDG1CT,B0016FY6H6,0.2120393224489796
732,A351W0BCYYUGYW,B0016FY6H6,0.38068
733,A1CBNUBPZPWH5D,B0016FY6H6,0.1467367676767677
734,APAOU9269HJRL,B0016FY6H6,-0.04164045634920636
735,A2NLZ3M0OJV9NX,B0016FY6H6,0.3977505
737,A1CBNUBPZPWH5D,B0016FY6H6,0.083996
748,A3KPT4FF3J91W4,B003NDA970,0.21692158436213996
771,AVFA1JB08RG8G,B000J2DQ46,0.31577
772,A2XNJJ9TF70P4J,B000J2DQ46,0.10526007326007328
773,A24UY2BFLGK163,B000J2DQ46,0.035055555555555555
775,A3KUC5K5VSJNU9,B000J2DQ46,-0.03184708333333333
789,A186TK5S0LAZ7O,B0085G4ACA,-0.032295
793,A26NFIQ7KWI8Y7,B007OXJLM4,0.14372213196480943
797,A3M8R4JD1SIS76,B000F9Z1WI,-0.13770854105571845
798,A2HQ8RTAJYEUJO,B000F9Z1WI,0.18057
801,A2R6RA8FRBS608,B000F9Z1WI,0.11286428571428572
802,A2YB7DLC3FOR7W,B000F9Z1WI,0.5952
804,A3TFBHVF12XYFL,B000F9Z1WI,-0.14956416666666664
811,A3BLP7LRNCAT2Y,B0002TJAZK,0.11820266666666668
821,A3792FY8GH83X6,B0009JI7O8,-0.030433333333333326
833,A2R6RA8FRBS608,B0052OI128,-0.20529342613636367
839,AMRMK86X3PKXD,B004NNFEA6,0.20289035714285714
845,A1F14BB4PV053A,B000FDKQCO,0.1452083333333333
858,A1ACY29BTHNJU2,B005K4Q1VI,0.12682833333333332
865,ABDCYK04CL6O4,B000YPKODY,0.3213
879,A6KL17KKN0A5L,B0040PWYVO,0.4301942857142857
880,A3W09FIMAYFUI8,B0040PWYVO,0.12467922839506174
883,A21T1TDO74WNTM,B0040PWYVO,0.3338181818181818
888,ABDCYK04CL6O4,B004X8TK9W,0.42036750000000006
889,A3L9ZT7SRJYLVH,B004X8TK9W,0.21684835714285713
890,A1Z54EM24Y40LL,B004X8TK9W,-0.04117333333333333
901,AEGO6A1AFDTAV,B001QEF4XC,-0.360594
923,A1HAMJNZ7R2XVA,B005RF029M,0.19306
929,A2PR6NXG0PA3KY,B00016UX0K,0.057170454545454566
940,A3E3YJO2V3YZUM,B00016UX0K,-0.0023690539682539686
942,A1P58UJ3B7ARFW,B001HTKO86,-0.026958730158730158
945,A14738H3YYX7ZC,B001L1DYAA,0.302144
955,A1MUQUK1M4UK16,B000X2CWTM,0.368865
959,A1RRHET1QIP1YK,B000X2CWTM,0.03306666666666666
963,A1ZPY91VE3IDN1,B000X2CWTM,0.018674666666666666
964,AY12DBB0U420B,B000X2CWTM,0.24118133333333333
971,A25EE3X3GQ6M7L,B001M074MY,0.2912738888888889
972,A1ZZZT0KJR46UV,B001M074MY,-0.052428571428571435
989,AM3XNQU9TZBD8,B000CC9V42,0.24502875
998,A3OXHLG6DIBRW8,B000VSDFRG,-0.28764999999999996
1023,A9GIGJUB98JNR,B000UZVPKO,0.18093893333333333
1027,A29313797NGT9L,B000UZVPKO,0.24769951388888892
1054,A6FIAB28IS79,B001EW5YQS,0.38248734375
1068,A2YLD81DDAYPVM,B004391DK0,0.3363331632653061
1098,A28HLT7DDJONQG,B004391DK0,0.14904657142857147
1141,A29L15GKGGA3UO,B000GPKI10,0.023467000000000002
1142,A2GHU8I0P3HFRW,B0025VQGHS,-0.010743973651960783
1152,A35A5S6H1WROO6,B002YZESWU,0.5037792000000001
1164,ABC68JUCPTVOE,B002TMV3E4,0.11709047619047619
1166,A6KL17KKN0A5L,B002TMV3E4,-0.051516666666666655
1174,A37D5847LN3WQ,B002TMV3E4,0.034702222222222225
1177,A1JAPP1CXRG57A,B002TMV3E4,0.0034635858585858543
1178,A361U4SXK7FCQE,B002TMV3E4,0.2316165
1207,A3ULJE7UMUGSXR,B002TMV3E4,0.07412175000000001
1208,A2KHG3JOFXQ4CE,B002TMV3E4,0.03285916666666666
1211,A3C40PJ9YXREQ5,B002TMV3E4,0.022376726190476193
1213,AEUY5C51JAWWH,B002TMV3E4,0.06419020833333335
1214,A33VELHWFACU48,B002TMV3E4,0.09631291666666666
1215,A1QXE7OX7MSL2H,B002TMV3E4,0.03368083333333333
1216,A5EXE3DORR8Y0,B002TMV3E4,-0.035502870370370365
1219,A2VW4FYZILSXF2,B002TMV3E4,0.13324686111111111
1220,A1S8FJT0AQSF60,B002TMV3E4,0.07892305555555554
1225,A1QDSJZQWJZOL1,B0013ENGXK,0.2644318181818182
1233,A27O5ZUFAEWT9L,B000N5Z5RU,0.20362149305555555
1259,A2EZW502SEA2N9,B00139TT72,0.12563332084893883
1260,A2KWAK0GAA8IBW,B00139TT72,0.10472238636363634
1263,A2KWAK0GAA8IBW,B00139TT72,0.024295025584795318
1273,A1XZXP34HZGW8Z,B00139TT72,0.311712
1274,A31D5HQ8EQZ293,B00139TT72,0.3664155555555555
1277,A2EZW502SEA2N9,B00139TT72,0.1421980408163265
1288,A1UN5Q1FKH1ZT7,B00139TT72,0.23457600000000006
1305,A2QH9QPGY8NVV1,B00139TT72,-0.012972321428571429
1310,A2MUGFV2TDQ47K,B00139TT72,0.310959
1315,A2EZW502SEA2N9,B00139TT72,-0.16660000000000003
1318,A3NZSW71OVUIBP,B00139TT72,0.12878666666666666
1321,A3Q9LMQ9GJ3T63,B00139TT72,0.27691591666666665
1326,A2U49IFXRJMNUX,B002C56OBU,0.23041749999999997
1331,A2R3M2FP1KOSYE,B002C56OBU,0.06503947916666666
1335,A1G2YPRHMYP8TK,B0018ATXEU,0.46991749999999993
1336,A1KJ2VZNTWPIUO,B0018ATXEU,0.0339247520661157
1346,A1TMAVN4CEM8U8,B000FYYOZI,0.29634
1347,A2NI95Y8UNE85D,B000FYYOZI,0.013323749999999999
1400,A3D6OI36USYOU1,B001EO5ZFQ,-0.007827030303030297
1408,A282SV3AIUE154,B003QM6ZDU,0.1956962857142857
1412,ABFMLM8RX10NO,B0028VAQSU,0.40989808333333333
1415,A6FIAB28IS79,B0031YJ38W,0.0793145
1416,A1TD2589ZVHZ3S,B0031YJ38W,0.2886842307692307
1418,A3BH49ZKESHDID,B0031YJ38W,0.023427500000000007
1419,A1537BQLT3VJ99,B0031YJ38W,0.04754059523809524
1436,AWMZ9VHF1Q9PI,B0002UDY9W,0.28961100000000006
1447,AD34TCPEP7P84,B0012YEKCW,-0.0857638888888889
1452,A35S7V58AI97Q2,B0012YEKCW,0.14186126488095235
1463,A1EYRQ4AN2LCZL,B004XMIRU6,0.4335138888888889
1464,A1YGCU0QQKZC29,B004XMIRU6,0.18926585179526353
1465,A1KZUXE70GYNGO,B004XMIRU6,0.01123499999999999
1477,A3M34NPTGTSIWI,B004565GV8,0.21677015873015876
1480,A2E7V2OVK745M2,B004565GV8,0.37961
1481,A2SX82IP1JIUP5,B004565GV8,0.14061
1488,A3NKRXQLI3FQML,B00622CYVS,-0.05760166666666665
1507,A3E38IJN9ORECS,B00622CYVI,0.339912
1511,A2YHXAZLCLDT8D,B00622CYVI,0.12537839285714286
1532,A1TTUR3TU0YFDG,B000G1X45G,0.09234752747252747
1545,A1WX42M589VAMQ,B000EUJLHE,0.050902857142857146
1546,A16PI051YKM276,B000EUJLHE,-0.13586119047619047
1549,AQ6AGWKWMTY8H,B000H23YC2,-0.0022733539094650207
1564,A35R32TA60XD57,B002ANCCK6,-0.18746533333333334
1565,A2SRB4GMY8I8X7,B002ANCCK6,0.3952980952380953
1570,AC9JAT85740ME,B003TIVBSU,0.26884897959183673
1582,A32PFBXZFIG7Q2,B003TIVBSU,0.15309999999999996
1597,A2MOJANFPX353G,B002HFRYZ0,-0.22890000000000002
1599,A2ZY23X9IKXMON,B002HFRYZ0,0.24184374999999997
1606,A3JQXKDTMK4Z9H,B001EQ5EJQ,0.00047058333333333164
1609,A1IW9LSLZFW9FK,B001EQ5EJQ,0.6615675
1616,A236JGXFISDMKL,B001EQ5EJQ,0.2975558974358974
1619,A2A8KWCE8RKB9T,B001EQ5EJQ,0.267512
1623,A2Z7S5K254ADCT,B003KLSZGW,0.3638053124999999
1630,A3L27V7TOG1JZ,B001O2IX8E,-0.42169500000000004
1631,A3NHUQ33CFH3VM,B001O2IX8E,-0.20325777777777781
1632,A3L27V7TOG1JZ,B001O2IX8E,0.0028423295454545446
1633,A274R7AR2E1TGL,B001O2IX8E,0.4384213888888889
1634,A3LWC833HQIG7J,B001O2IX8E,0.4182272727272727
1637,A3KDZCQ82JFWLN,B001O2IX8E,0.4201472727272727
1638,A274R7AR2E1TGL,B001O2IX8E,0.2087495
1641,A3NHUQ33CFH3VM,B001O2IX8E,0.10296015625
1643,A3KDZCQ82JFWLN,B001O2IX8E,0.1875
1649,AF7DUY08T2J87,B000I6PXLC,0.4040711111111111
1656,A14JSPGLFT4C68,B003SE52K8,0.2482406868131868
1676,ARKCP44GJAYT4,B000H227BG,0.09698805194805193
1677,A173J9JR52Z489,B000H227BG,-0.16277214285714284
1686,A1GYEGLX3P2Y7P,B002SVAYGY,0.8459099999999999
1689,AKSJZFWPMJ363,B000X905WQ,0.3630388888888889
1691,A2H2LJCQ5DJ5K3,B004DP0D32,0.2739605263157895
1696,A39SCU7KSK7330,B000FNEX50,0.0192925
1698,A37GAGAZDFRMZ3,B000FNEX50,-0.06302041666666668
1703,A3HPCRD9RX351S,B008OV8RE8,0.129675
1704,A3HPCRD9RX351S,B008OV8RE8,-0.13367749999999998
1719,A6ORWDZRBVNIT,B003DKY5R8,0.03944500000000001
1724,AMIPRQWY4IMC5,B003AYL9NU,-0.061704999999999996
1725,A74SHV5ZD3RLT,B003AYL9NU,0.058054999999999995
1738,A17KZ1MF2V6B4Y,B002BRC562,0.1757935128205128
1751,A1F7SX3GNVBNE3,B001LG945O,0.40123390476190474
1752,A1CHOKV10NEI8X,B001LG945O,-0.14694871753246755
1753,AQ3IN3MRXQ5KH,B001LG945O,0.2662065476190476
1754,A36K2N527TXXJN,B001LG945O,0.15062644444444442
1757,A1PB97BLMR9X2S,B001LG945O,0.43034285714285714
1759,A1JFXOFDRZ9CFQ,B001LG945O,0.4495
1764,A17GTGSS2E5QN0,B001LG945O,0.12272666666666665
1765,A2Y8IDC1FKGNJC,B001LG945O,0.281358
1769,A1ZZR25X0CNOJX,B001LG945O,0.07407749999999999
1772,A1VYFEJM12ZP11,B001LG945O,-0.013643901515151513
1776,A3I1BJIFFM4S21,B001LG945O,0.12165142857142856
1780,A1M9126YPQPS3L,B001LG945O,0.30534374999999997
1781,AFOV2K4F0MDTZ,B001LG945O,-0.05631666666666666
1785,AQ8DU6XVA3USJ,B001LG945O,0.19379750000000004
1786,AUCIFMWP3DU8R,B001LG945O,0.021479166666666667
1787,A3F1G6UH4Y39X2,B001LG945O,0.24598645833333338
1789,A3JPFWKS83R49V,B001LG945O,-0.0693203125
1791,A27UE9HJRZ22YI,B001LG945O,-0.014047666666666668
1792,A2MY9VXHZYAHUZ,B001LG945O,0.13079244444444446
1807,A1SCANWWQTEG9I,B001LG945O,0.19713034285714282
1811,A4SD8F79JBYG2,B001LG945O,0.07541333333333335
1813,A1VABWDOUQLULZ,B001LG945O,0.39132000000000006
1816,A1TR9417Z4U72F,B001LG945O,0.28384
1818,A4KJTS5P78ICU,B001LG945O,0.06965142857142859
1820,A3JHC8O59WDHFZ,B001LG945O,0.45313714285714285
1821,AAA0TUKS5VBSA,B001LG945O,0.18455850000000001
1832,A37CENQP0ZNKVE,B004K30HO2,0.15806519219145634
1848,A13853O9CBLTEY,B004K30HO2,0.3265
1907,A10ZXUNZNUJY0Z,B003DIIZ9O,0.15239421536796538
1910,AKETJUM0B11ZC,B000I6O6RO,-0.33541875
1914,A19XMHRB3G4DIR,B000EDG4TE,-0.35191249999999996
1915,ACOZ30A57F69V,B000EDG4TE,0.2580996078431373
1916,A3R6PI47EF3F83,B000EDG4TE,-0.30843750000000003
1923,A29313797NGT9L,B001EPQQL2,0.03394875
1924,A3LPAF6QWPFB4U,B001EPQQL2,0.06780142857142857
1928,A36EW68H08UOCS,B0002Q1X6C,-0.009948743912337661
1930,ANKQGTXHREOI5,B0002Q1X6C,0.1631345424107143
1942,A3Q21IIJGR54RW,B005LMLXN0,0.39928
1946,A227OTYEQY6VX5,B005LMLXN0,0.7728333333333334
1948,A1FW4M74QU5SW2,B005LMLXN0,0.401759
1958,ABK2RVDJPL8MF,B001D6KP14,0.5384727272727272
1980,A175N19FS2B4J,B000S11CD0,0.36559555555555556
1985,A1C217T6VWIE3,B00061KXUA,0.37144511904761907
2035,A1OL6OBZGR6RGB,B001E5DZTS,0.40326000000000006
2048,A3H4L7TJKQHW4Q,B001E5DZTS,0.19876380952380948
2051,A33AQPJYH7UUXR,B001E5DZTS,0.03479887755102041
2053,ACRZORZLEHJX6,B001E5DZTS,0.028396666666666667
2056,A34B6PEYIUAEQL,B001E5DZTS,-0.14860500000000001
2062,A3UY282RVUOKSK,B000E1BLS0,0.06517342047930283
2065,ASRUYRC3R5J6Q,B000G7VYWU,0.017712840909090918
2088,ABGH6P1RC1UDS,B000ELWDRI,0.46810666666666667
2089,A2S39VLOVSTOJS,B000ELWDRI,0.23124610714285718
2094,A2843500EKO5YB,B000ELWDRI,0.4408
2102,AD34TCPEP7P84,B000G17Y9I,0.2423663846153846
2117,A1TQZUSOU22E9M,B00285FFCS,-0.16005472842261903
2136,A3VLED8OXFVQ07,B000E1588O,0.21752880904634583
2138,A36FEPUTDN12KA,B000LKXJV6,0.22952312500000005
2144,AX0XNE6IX7N3M,B000BXUVYG,0.28929
2149,AFM65NU0UXIGP,B000BXUVYG,0.1321545
2154,A1Z54EM24Y40LL,B000BXUVYG,0.5157075
2155,A1DOP5WV948LA0,B000BXUVYG,0.3715
2162,A2PNOU7NXB1JE4,B000E15DFM,-0.18789375
2164,A3RYMO6S22FMM5,B000E15DFM,0.24822411428571428
2178,A18F6YFO5E5EYF,B000VK6NDC,0.1137557142857143
2179,A31GN10OIYG5UX,B000VK6NDC,0.32946666666666663
2188,A3LQS08K2OBI5Z,B003VXFK44,0.09349
2190,AQ6SHOW0VMZGF,B003VXFK44,0.36836784090909086
2194,A2TPOYNEEWCB47,B003VXFK44,0.15254085606060602
2197,A2UCZAWAN5QMJQ,B003VXFK44,0.49978666666666666
2201,A35R32TA60XD57,B003VXFK44,0.1385657142857143
2206,AQ6SHOW0VMZGF,B003VXFK44,0.23250916666666668
2222,A2SZLNSI5KOQJT,B003VXFK44,0.17253899999999997
2223,A2SZLNSI5KOQJT,B003VXFK44,0.40075200000000005
2224,A17HMM1M7T9PJ1,B003VXFK44,0.24408872727272732
2225,A2SZLNSI5KOQJT,B003VXFK44,0.31630958333333337
2231,A1HGXLP6WATS4B,B003VXFK44,-0.100485
2238,A1Z94P94HPWOU0,B003VXFK44,0.1386
2243,A2KUUWP4ZZMOBP,B003VXFK44,-0.06882400000000002
2245,A2H74FIBDN5NMR,B003VXFK44,0.38206424242424236
2250,A25UTJ1AXFC0Z9,B003VXFK44,0.06601666666666667
2252,AQ6SHOW0VMZGF,B003VXFK44,0.017755892857142866
2253,A1Z94P94HPWOU0,B003VXFK44,0.22743000000000002
2265,AD2QRU9ZXBQZ1,B003VXFK44,0.05767836734693877
2272,A3IR834T7AROBT,B003VXFK44,-0.10193890909090908
2275,AYOMAHLWRQHUG,B003VXFK44,0.3728515625
2284,A31W55J90T8NFF,B003VXFK44,-0.17682416666666667
2285,A2H74FIBDN5NMR,B003VXFK44,0.2821120833333333
2293,A2NVX117EFIW7Q,B003VXFK44,0.2535551428571429
2307,A2WQ4FT0CMDSUI,B000LKZ84C,0.2281511842105263
2309,APGQCBO10LZTH,B000LKZ84C,0.22108961538461538
2310,A6KL17KKN0A5L,B000LKZ84C,0.5472525
2312,A3J30T6XOU0BWS,B000LKZ84C,0.23318148148148143
2315,A175N19FS2B4J,B000MGSJ5A,0.32764814814814813
2318,ABAQFEM3TZ22V,B000MGSJ5A,0.180954375
2328,A281NPSIMI1C2R,B000M5PP8U,0.33909007142857134
2336,A1XPVFWQ9IHNZJ,B001EO7JFU,0.2550724034632034
2342,AY1EF0GOH80EK,B00060PTLO,0.5810305555555556
2344,A1IU7S4HCK1XK0,B00060PTLO,0.05678933333333333
2354,AEM3Z7XPYSIDC,B00060PTLO,0.12268537142857146
2379,A25C2M3QF9G7OQ,B001EQ5EQE,-0.08104181818181819
2385,A1IU7S4HCK1XK0,B0092X7OGY,0.14219611607142857
2392,A3OFZFLLURJNVZ,B004OVCWAW,0.4767457256778309
2401,A74SHV5ZD3RLT,B0007A0AP8,0.24417256410256408
2403,A2F4M2D86E6F4A,B0007A0AP8,5.028141645736564e-18
2423,A3EIOMC103PG7W,B001EQ5IPQ,0.1671996140350877
2494,A2OOQ59V7YWYL1,B000KFXEYE,0.24366
2509,A27NTHPTRXB766,B000KFXEYE,-0.14864102564102566
2534,A2P0JC3HKUETS3,B000KFXEYE,0.05244171428571429
2535,A2WF6V6R7MQJXX,B000KFXEYE,0.06499428571428571
2537,A2P0JC3HKUETS3,B000KFXEYE,0.05233846428571428
2541,AIBDONB6UWSK2,B001EQ5CK2,0.07238523308270678
2574,A1S52XH2CS4Y26,B001CGTN1I,0.4587263375
2576,AENBPNKPFDGH3,B001CGTN1I,0.6072442105263158
2577,AXJGCAD36N915,B001CGTN1I,-0.18566499081726354
2579,A2DPYMNI2HCIOI,B001CGTN1I,-0.11503255411255411
2580,A1EPP56A17R62Q,B001CGTN1I,0.2699214285714286
2583,A1YXY2JGDLO8XG,B001CGTN1I,0.44935869047619054
2590,A1Z3XWG2W5GOHP,B001CGTN1I,0.18957714285714283
2591,A1XTE3IHX65GTZ,B001CGTN1I,0.14311500000000002
2612,A1BIPJK03QKFQA,B001CGTN1S,0.08629571428571427
2614,ABGH6P1RC1UDS,B000F4D4HW,0.01968888888888889
2616,A14RPV7RGRE9NN,B000F4D4HW,0.025624666666666664
2617,A1FP5ZLSKR07SU,B000F4D4HW,-0.019248749999999988
2618,A3V6O5J55QTYSC,B000F4D4HW,-0.11318774999999999
2624,A331TXDQ3NFCHG,B0007ZLRUU,0.029029220779220776
2627,A1J52MX2YDWSU0,B003EML8PM,0.08454384920634919
2631,A1Z7XV6JU0EV8M,B003EML8PM,0.335453515625
2648,A1Z7XV6JU0EV8M,B003EML8PM,-0.10787833333333334
2652,A1Y3X25CIAAZFT,B003EML8PM,0.3433288571428571
2688,AO09RWV40IX78,B003EML8PM,0.1926863888888889
2693,A2AFTCLYIEQMLV,B000V6FTTU,0.8148875
2694,AOA0XDHSL5GRY,B000V6FTTU,0.37920535714285714
2700,A3BKNXX8QFIXIV,B003LE6PL0,0.19417821428571425
2727,A3A90CELVLOUP6,B001P737PC,0.07398333333333333
2728,A1W0F3F6EXIAKP,B001P737PC,0.2679025
2733,A3KHKX8PY7I8TW,B001BM6Q0Y,0.3791569444444445
2743,A348IT6M7H8A67,B000LKXG8W,0.16257645833333337
2745,A2YCEKVUN1W5F1,B000LKXG8W,0.23725435714285714
2755,A2E67UDGXGL71V,B000PSNJXC,0.2403496759259259
2756,A1YUL9PCJR3JTY,B000PSNJXC,0.07735454545454545
2759,A19KMGRY2U1KKN,B0009JHVN6,0.2035150297619048
2761,A3PD8JD9L4WEII,B003OB4B2U,0.243556923076923
2773,A3RR2P5IS3DGPR,B004GU3YXU,0.21692
2780,A7BN8ZFDGOUFZ,B001BKNB04,0.045464666666666674
2801,A32NEDX6UVV8DE,B000LR4FA8,-0.20563199999999995
2803,A20OQMLRFNZADL,B0029NVMXA,0.13147315295815296
2818,A35A5S6H1WROO6,B001GM969M,0.9469090909090909
2829,A3RB2ZB2KGRZVE,B001E4Q5WI,0.31835555555555556
2832,A1IM4D3R61A2K0,B001E4Q5WI,0.09472592592592591
2838,A7EK88GF8N40F,B0034KP00S,0.058318499999999995
2840,A3D165TX35GR0,B0034KP00S,-0.1396281016042781
2860,AJQS35BZ2GMU4,B000EM6PC6,0.20578918831168833
2883,A1KKE6VX8VPWZK,B002TSHYSW,0.2571038888888889
2887,A2R1HUYHXV7H18,B002TSHYSW,-0.14765040476190472
2889,A2TFHMXBU9HG3P,B002TSHYSW,0.12601291666666667
2897,ATMNWAOAL3EVQ,B00213ERI0,0.198038
2903,A33AQPJYH7UUXR,B00213ERI0,-0.02088035714285716
2907,AGZKJ1RCAT9Z9,B00213ERI0,0.06617977142857144
2916,A29G2ROFNE63NY,B00213ERI0,0.027738
2926,AEJATDURRZS5V,B000E21Z7Q,-0.2788883333333334
2941,A3TD1O4EC26NT2,B0041QD39O,-0.06481851851851851
2960,A39EMZ4NMHL4CA,B0040PYN86,0.1784197860962567
2961,A2SS44O400KIZ7,B0040PYN86,0.5584500000000001
2962,A1EFZBS0SVHTZZ,B0040PYN86,0.25556083333333335
2969,A14738H3YYX7ZC,B0001JXE6M,0.19804597222222226
2973,A21B8AV7E3MPXE,B001EQ4G54,0.19913375
2976,A36GEDLB5A5MJ,B005C3IVN8,0.22901527777777772
